OBJECTID;MUNICIPIO;Estado;Região
2172;Bom Jardim de Minas ; MG;Sudeste
2173;São Gonçalo do Sapucaí ; MG;Sudeste
2174;Turvolândia ; MG;Sudeste
2175;Guaimbê ; SP;Sudeste
2176;Periquito ; MG;Sudeste
2177;Carmo ; RJ;Sudeste
2178;Arantina ; MG;Sudeste
2179;Conceição do Rio Verde ; MG;Sudeste
2180;Cambuquira ; MG;Sudeste
2181;Caldas ; MG;Sudeste
2182;Capela Nova ; MG;Sudeste
2183;Santa Cruz das Palmeiras ; SP;Sudeste
2184;Guarantã ; SP;Sudeste
2185;Demerval Lobão ; PI;Nordeste
2186;Vargem Grande do Sul ; SP;Sudeste
2187;Pequeri ; MG;Sudeste
2188;Iacanga ; SP;Sudeste
2189;Aiuruoca ; MG;Sudeste
2190;Nova Europa ; SP;Sudeste
2191;Descalvado ; SP;Sudeste
2192;Presidente Prudente ; SP;Sudeste
2193;São Sebastião do Alto ; RJ;Sudeste
2194;Mar de Espanha ; MG;Sudeste
2195;Queiroz ; SP;Sudeste
2196;Cantagalo ; RJ;Sudeste
2197;Emilianópolis ; SP;Sudeste
2198;Poço Fundo ; MG;Sudeste
2199;Gavião Peixoto ; SP;Sudeste
2200;Arco-Íris; SP;Sudeste
2201;Cordislândia ; MG;Sudeste
2202;Parapuã ; SP;Sudeste
2203;Ribeirão dos Índios ; SP;Sudeste
2204;Mariápolis ; SP;Sudeste
2205;Motuca ; SP;Sudeste
2206;Pirajuí ; SP;Sudeste
2207;Getulina ; SP;Sudeste
2208;Campanha ; MG;Sudeste
2209;Uru ; SP;Sudeste
2210;Iacri ; SP;Sudeste
2211;São Sebastião da Grama ; SP;Sudeste
2212;Santo Antônio do Aventureiro ; MG;Sudeste
2213;Poços de Caldas ; MG;Sudeste
2214;Ibitinga ; SP;Sudeste
2215;Além Paraíba ; MG;Sudeste
2216;Pedro Teixeira ; MG;Sudeste
2217;Reginópolis ; SP;Sudeste
2218;Monções ; SP;Sudeste
2219;Piquerobi ; SP;Sudeste
2220;Lima Duarte ; MG;Sudeste
2221;Inúbia Paulista ; SP;Sudeste
2222;Flora Rica ; SP;Sudeste
2223;São Thomé das Letras ; MG;Sudeste
2224;Luiziânia ; SP;Sudeste
2225;Tabatinga ; SP;Sudeste
2226;Pongaí ; SP;Sudeste
2227;Chácara ; MG;Sudeste
2228;Aperibé ; RJ;Sudeste
2229;São Carlos ; SP;Sudeste
2230;Bicas ; MG;Sudeste
2231;Itaocara ; RJ;Sudeste
2232;Rochedo de Minas ; MG;Sudeste
2233;Cruzília ; MG;Sudeste
2234;Presidente Venceslau ; SP;Sudeste
2235;Rinópolis ; SP;Sudeste
2236;Santa Rosa de Viterbo ; SP;Sudeste
2237;Casa Branca ; SP;Sudeste
2238;Propriá ; SE;Nordeste
2239;Nova Luzitânia ; SP;Sudeste
2240;Campestre ; MG;Sudeste
2241;Santa Rita do Passa Quatro ; SP;Sudeste
2242;Santana do Garambéu ; MG;Sudeste
2243;Nova Andradina ; MS;Centro-Oeste
2244;Maripá de Minas ; MG;Sudeste
2245;Osvaldo Cruz ; SP;Sudeste
2246;Botelhos ; MG;Sudeste
2247;Caiuá ; SP;Sudeste
2248;Andrelândia ; MG;Sudeste
2249;Machado ; MG;Sudeste
2250;Coronel Pacheco ; MG;Sudeste
2251;Araraquara ; SP;Sudeste
2252;Três Corações ; MG;Sudeste
2253;Bias Fortes ; MG;Sudeste
2254;Cafelândia ; SP;Sudeste
2255;Juiz de Fora ; MG;Sudeste
2256;Matão ; SP;Sudeste
2257;São Vicente de Minas ; MG;Sudeste
2258;Pirapetinga ; MG;Sudeste
2259;Ewbank da Câmara ; MG;Sudeste
2260;São José do Rio Pardo ; SP;Sudeste
2261;Presidente Epitácio ; SP;Sudeste
2262;Santa Rita de Ibitipoca ; MG;Sudeste
2263;Barra Bonita ; SP;Sudeste
2264;Lins ; SP;Sudeste
2265;Goianá ; MG;Sudeste
2266;Piacatu ; SP;Sudeste
2267;Salmourão ; SP;Sudeste
2268;São João Nepomuceno ; MG;Sudeste
2269;Clementina ; SP;Sudeste
2270;Dobrada ; SP;Sudeste
2271;Recreio ; MG;Sudeste
2272;Varginha ; MG;Sudeste
2273;Braúna ; SP;Sudeste
2274;Borborema ; SP;Sudeste
2275;Santópolis do Aguapeí ; SP;Sudeste
2276;Rincão ; SP;Sudeste
2277;Elói Mendes ; MG;Sudeste
2278;Divisa Nova ; MG;Sudeste
2279;Tapiratiba ; SP;Sudeste
2280;Lucélia ; SP;Sudeste
2281;Piau ; MG;Sudeste
2282;Minduri ; MG;Sudeste
2283;Santo Antônio de Pádua ; RJ;Sudeste
2284;Volta Redonda ; RJ;Sudeste
2285;Paraguaçu ; MG;Sudeste
2286;Caconde ; SP;Sudeste
2287;Dracena ; SP;Sudeste
2288;Alto Alegre ; SP;Sudeste
2289;Itajobi ; SP;Sudeste
2290;Luminárias ; MG;Sudeste
2291;Adamantina ; SP;Sudeste
2292;Fama ; MG;Sudeste
2293;Rio Novo ; MG;Sudeste
2294;Leopoldina ; MG;Sudeste
2295;Gabriel Monteiro ; SP;Sudeste
2296;Ouro Verde ; SP;Sudeste
2297;Piedade do Rio Grande ; MG;Sudeste
2298;Cabo Verde ; MG;Sudeste
2299;Santa Ernestina ; SP;Sudeste
2300;Tambaú ; SP;Sudeste
2301;Madre de Deus de Minas ; MG;Sudeste
2302;Itápolis ; SP;Sudeste
2303;Arceburgo ; MG;Sudeste
2304;Guia Lopes da Laguna ; MS;Centro-Oeste
2305;Luís Antônio ; SP;Sudeste
2306;Descoberto ; MG;Sudeste
2307;Guaiçara ; SP;Sudeste
2308;Estrela Dalva ; MG;Sudeste
2309;Nova Guataporanga ; SP;Sudeste
2310;Santos Dumont ; MG;Sudeste
2311;Ibertioga ; MG;Sudeste
2312;Astolfo Dutra ; MG;Sudeste
2313;Cambuci ; RJ;Sudeste
2314;Flórida Paulista ; SP;Sudeste
2315;Carmo da Cachoeira ; MG;Sudeste
2316;São Simão ; SP;Sudeste
2317;Italva ; RJ;Sudeste
2318;Ingaí ; MG;Sudeste
2319;Avanhandava ; SP;Sudeste
2320;Taquaritinga ; SP;Sudeste
2321;Panorama ; SP;Sudeste
2322;Pacaembu ; SP;Sudeste
2323;São Bento Abade ; MG;Sudeste
2324;Carrancas ; MG;Sudeste
2325;Bilac ; SP;Sudeste
2326;Guarani ; MG;Sudeste
2327;Guatapará ; SP;Sudeste
2328;Palma ; MG;Sudeste
2329;Três Pontas ; MG;Sudeste
2330;Irapuru ; SP;Sudeste
2331;Tabuleiro ; MG;Sudeste
2332;Promissão ; SP;Sudeste
2333;Novo Horizonte ; SP;Sudeste
2334;Antônio Carlos ; MG;Sudeste
2335;Mococa ; SP;Sudeste
2336;Cândido Rodrigues ; SP;Sudeste
2337;Areado ; MG;Sudeste
2338;Junqueirópolis ; SP;Sudeste
2339;Muzambinho ; MG;Sudeste
2340;Fernando Prestes ; SP;Sudeste
2341;Santa Adélia ; SP;Sudeste
2342;Coroados ; SP;Sudeste
2343;Itutinga ; MG;Sudeste
2344;Rubiácea ; SP;Sudeste
2345;Cataguases ; MG;Sudeste
2346;Santana da Vargem ; MG;Sudeste
2347;Penápolis ; SP;Sudeste
2348;Cravinhos ; SP;Sudeste
2349;Bento de Abreu ; SP;Sudeste
2350;Monte Belo ; MG;Sudeste
2351;Cariré ; CE;Nordeste
2352;Angelim ; PE;Nordeste
2353;Itamarati de Minas ; MG;Sudeste
2354;Janduís ; RN;Nordeste
2355;Barão de Monte Alto ; MG;Sudeste
2356;Marapoama ; SP;Sudeste
2357;Irapuã ; SP;Sudeste
2358;Itumirim ; MG;Sudeste
2359;Santa Bárbara do Tugúrio ; MG;Sudeste
2360;Engenheiro Paulo de Frontin ; RJ;Sudeste
2361;Monte Alto ; SP;Sudeste
2362;Barrinha ; SP;Sudeste
2363;Guaranésia ; MG;Sudeste
2364;São João do Pau d'Alho ; SP;Sudeste
2365;Alterosa ; MG;Sudeste
2366;Monte Castelo ; SP;Sudeste
2367;Alfenas ; MG;Sudeste
2368;Glicério ; SP;Sudeste
2369;Coqueiral ; MG;Sudeste
2370;Porto Real ; RJ;Sudeste
2371;Lavras ; MG;Sudeste
2372;Campos Gerais ; MG;Sudeste
2373;Urupês ; SP;Sudeste
2374;Barbacena ; MG;Sudeste
2375;Guaxupé ; MG;Sudeste
2376;Desterro do Melo ; MG;Sudeste
2377;Patrocínio do Muriaé ; MG;Sudeste
2378;Rio Pomba ; MG;Sudeste
2379;Cajuru ; SP;Sudeste
2380;Birigui ; SP;Sudeste
2381;Ribeirão Preto ; SP;Sudeste
2382;Elisiário ; SP;Sudeste
2383;Taiaçu ; SP;Sudeste
2384;Conceição da Aparecida ; MG;Sudeste
2385;Jaboticabal ; SP;Sudeste
2386;Mercês ; MG;Sudeste
2387;Monte Santo de Minas ; MG;Sudeste
2388;Miraí ; MG;Sudeste
2389;Paulicéia ; SP;Sudeste
2390;Nazareno ; MG;Sudeste
2391;Taiúva ; SP;Sudeste
2392;Tiradentes ; MG;Sudeste
2393;Nova Independência ; SP;Sudeste
2394;Nepomuceno ; MG;Sudeste
2395;Conceição da Barra de Minas ; MG;Sudeste
2396;Ressaquinha ; MG;Sudeste
2397;São Pedro da União ; MG;Sudeste
2398;Pirangi ; SP;Sudeste
2399;Cristina ; MG;Sudeste
2400;Catanduva ; SP;Sudeste
2401;Prados ; MG;Sudeste
2402;Potirendaba ; SP;Sudeste
2403;Santo Antônio da Alegria ; SP;Sudeste
2404;Nova Aliança ; SP;Sudeste
2405;Guararapes ; SP;Sudeste
2406;Antônio Prado de Minas ; MG;Sudeste
2407;Nova Resende ; MG;Sudeste
2408;Ubá ; MG;Sudeste
2409;Sertãozinho ; SP;Sudeste
2410;Ibirá ; SP;Sudeste
2411;Coronel Xavier Chaves ; MG;Sudeste
2412;Perdões ; MG;Sudeste
2413;Valparaíso ; SP;Sudeste
2414;Brodowski ; SP;Sudeste
2415;Visconde do Rio Branco ; MG;Sudeste
2416;Paraíso ; SP;Sudeste
2417;Alto Rio Doce ; MG;Sudeste
2418;Natividade ; RJ;Sudeste
2419;Conceição do Canindé ; PI;Nordeste
2420;Atilio Vivacqua ; ES;Sudeste
2421;José Bonifácio ; SP;Sudeste
2422;Cana Verde ; MG;Sudeste
2423;Bom Jesus da Penha ; MG;Sudeste
2424;Querência do Norte ; PR;Sul
2425;Lavínia ; SP;Sudeste
2426;Buritama ; SP;Sudeste
2427;Embaúba ; SP;Sudeste
2428;Aguanil ; MG;Sudeste
2429;Lourdes ; SP;Sudeste
2430;Pitangueiras ; SP;Sudeste
2431;Carandaí ; MG;Sudeste
2432;Jacuí ; MG;Sudeste
2433;Turiúba ; SP;Sudeste
2434;Muriaé ; MG;Sudeste
2435;Itapemirim ; ES;Sudeste
2436;Murutinga do Sul ; SP;Sudeste
2437;Ritápolis ; MG;Sudeste
2438;Boa Esperança ; MG;Sudeste
2439;Jardinópolis ; SP;Sudeste
2440;Eugenópolis ; MG;Sudeste
2441;Cipotânea ; MG;Sudeste
2442;Bom Sucesso ; MG;Sudeste
2443;Ilicínea ; MG;Sudeste
2444;Guaraçaí ; SP;Sudeste
2445;Muqui ; ES;Sudeste
2446;Caranaíba ; MG;Sudeste
2447;Santana do Jacaré ; MG;Sudeste
2448;Araçatuba ; SP;Sudeste
2449;Paula Cândido ; MG;Sudeste
2450;Mirandópolis ; SP;Sudeste
2451;Campo Belo ; MG;Sudeste
2452;Cajobi ; SP;Sudeste
2453;Tabapuã ; SP;Sudeste
2454;Vieiras ; MG;Sudeste
2455;Monte Azul Paulista ; SP;Sudeste
2456;Altinópolis ; SP;Sudeste
2457;Coimbra ; MG;Sudeste
2458;Varre-Sai ; RJ;Sudeste
2459;Fortaleza de Minas ; MG;Sudeste
2460;Carmo do Rio Claro ; MG;Sudeste
2461;Cedral ; SP;Sudeste
2462;Brás Pires ; MG;Sudeste
2463;Santo Antônio do Amparo ; MG;Sudeste
2464;Piúma ; ES;Sudeste
2465;Bebedouro ; SP;Sudeste
2466;Duartina ; SP;Sudeste
2467;Gastão Vidigal ; SP;Sudeste
2468;Planalto ; SP;Sudeste
2469;Guiricema ; MG;Sudeste
2470;Pedra Dourada ; MG;Sudeste
2471;São José da Bela Vista ; SP;Sudeste
2472;São Tiago ; MG;Sudeste
2473;Uchoa ; SP;Sudeste
2474;Rio Espera ; MG;Sudeste
2475;Ervália ; MG;Sudeste
2476;Porciúncula ; RJ;Sudeste
2477;Lagoa Dourada ; MG;Sudeste
2478;Neves Paulista ; SP;Sudeste
2479;Miradouro ; MG;Sudeste
2480;São Sebastião do Paraíso ; MG;Sudeste
2481;Macaubal ; SP;Sudeste
2482;Lamim ; MG;Sudeste
2483;Severínia ; SP;Sudeste
2484;São Tomás de Aquino ; MG;Sudeste
2485;Santana dos Montes ; MG;Sudeste
2486;Mirassol ; SP;Sudeste
2487;Resende Costa ; MG;Sudeste
2488;Jerônimo Monteiro ; ES;Sudeste
2489;Presidente Bernardes ; MG;Sudeste
2490;Itapura ; SP;Sudeste
2491;Batatais ; SP;Sudeste
2492;Terra Roxa ; SP;Sudeste
2493;Cristais ; MG;Sudeste
2494;Piracema ; MG;Sudeste
2495;Pratápolis ; MG;Sudeste
2496;Rio Novo do Sul ; ES;Sudeste
2497;Onda Verde ; SP;Sudeste
2498;Diogo de Vasconcelos ; MG;Sudeste
2499;Santo Antônio do Aracanguá ; SP;Sudeste
2500;Alpinópolis ; MG;Sudeste
2501;Caiana ; MG;Sudeste
2502;Poloni ; SP;Sudeste
2503;Andradina ; SP;Sudeste
2504;Viçosa ; MG;Sudeste
2505;São Miguel do Anta ; MG;Sudeste
2506;São José do Rio Preto ; SP;Sudeste
2507;Candeias ; MG;Sudeste
2508;Guaçuí ; ES;Sudeste
2509;São José da Barra ; MG;Sudeste
2510;São Francisco de Paula ; MG;Sudeste
2511;Itaú de Minas ; MG;Sudeste
2512;Colina ; SP;Sudeste
2513;Divinolândia ; SP;Sudeste
2514;Guapé ; MG;Sudeste
2515;Castilho ; SP;Sudeste
2516;Bálsamo ; SP;Sudeste
2517;Carangola ; MG;Sudeste
2518;Cachoeiro de Itapemirim ; ES;Sudeste
2519;Tupi Paulista ; SP;Sudeste
2520;Oliveira ; MG;Sudeste
2521;Entre Rios de Minas ; MG;Sudeste
2522;Monte Aprazível ; SP;Sudeste
2523;Ipiguá ; SP;Sudeste
2524;Guapiaçu ; SP;Sudeste
2525;Fervedouro ; MG;Sudeste
2526;Canaã ; MG;Sudeste
2527;Orlândia ; SP;Sudeste
2528;Itaverava ; MG;Sudeste
2529;Nuporanga ; SP;Sudeste
2530;Pradópolis ; SP;Sudeste
2531;Porto Firme ; MG;Sudeste
2532;Jaborandi ; SP;Sudeste
2533;Camacho ; MG;Sudeste
2534;Sebastianópolis do Sul ; SP;Sudeste
2535;Teixeiras ; MG;Sudeste
2536;Araponga ; MG;Sudeste
2537;Restinga ; SP;Sudeste
2538;Olímpia ; SP;Sudeste
2539;Conselheiro Lafaiete ; MG;Sudeste
2540;Sud Mennucci ; SP;Sudeste
2541;Capetinga ; MG;Sudeste
2542;Guzolândia ; SP;Sudeste
2543;Oliveira Fortes ; MG;Sudeste
2544;Oratórios ; MG;Sudeste
2545;Patrocínio Paulista ; SP;Sudeste
2546;Pedra do Anta ; MG;Sudeste
2547;Passa Tempo ; MG;Sudeste
2548;Luisburgo ; MG;Sudeste
2549;Desterro de Entre Rios ; MG;Sudeste
2550;Floreal ; SP;Sudeste
2551;Nhandeara ; SP;Sudeste
2552;Auriflama ; SP;Sudeste
2553;Capitólio ; MG;Sudeste
2554;Divino de São Lourenço ; ES;Sudeste
2555;Mirassolândia ; SP;Sudeste
2556;Piranga ; MG;Sudeste
2557;Crucilândia ; MG;Sudeste
2558;General Salgado ; SP;Sudeste
2559;Caparaó ; MG;Sudeste
2560;Jeceaba ; MG;Sudeste
2561;Espera Feliz ; MG;Sudeste
2562;Dores do Rio Preto ; ES;Sudeste
2563;Carmo da Mata ; MG;Sudeste
2564;Divino ; MG;Sudeste
2565;Magda ; SP;Sudeste
2566;Passos ; MG;Sudeste
2567;Pereira Barreto ; SP;Sudeste
2568;Dona Eusébia ; MG;Sudeste
2569;São João de Iracema ; SP;Sudeste
2570;Morro Agudo ; SP;Sudeste
2571;Amparo do Serra ; MG;Sudeste
2572;Guaraciaba ; MG;Sudeste
2573;Itirapuã ; SP;Sudeste
2574;São Joaquim da Barra ; SP;Sudeste
2575;Ouro Branco ; MG;Sudeste
2576;Manhumirim ; MG;Sudeste
2577;Anastácio ; MS;Centro-Oeste
2578;Vargem Alta ; ES;Sudeste
2579;Santa Cruz de Minas ; MG;Sudeste
2580;São João do Manhuaçu ; MG;Sudeste
2581;Franca ; SP;Sudeste
2582;Congonhas ; MG;Sudeste
2583;Altair ; SP;Sudeste
2584;Marinópolis ; SP;Sudeste
2585;Sericita ; MG;Sudeste
2586;Carmópolis de Minas ; MG;Sudeste
2587;São José do Goiabal ; MG;Sudeste
2588;Castelo ; ES;Sudeste
2589;Alto Caparaó ; MG;Sudeste
2590;Aparecida d'Oeste ; SP;Sudeste
2591;Guará ; SP;Sudeste
2592;Paranaíba ; MS;Centro-Oeste
2593;Francisco Macedo ; PI;Nordeste
2594;Piedade dos Gerais ; MG;Sudeste
2595;Suzanápolis ; SP;Sudeste
2596;Córrego Fundo ; MG;Sudeste
2597;São João Batista do Glória ; MG;Sudeste
2598;Pontalinda ; SP;Sudeste
2599;Cássia ; MG;Sudeste
2600;Ibitirama ; ES;Sudeste
2601;Pimenta ; MG;Sudeste
2602;Jequeri ; MG;Sudeste
2603;Marechal Floriano ; ES;Sudeste
2604;São João das Duas Pontes ; SP;Sudeste
2605;Palmeira d'Oeste ; SP;Sudeste
2606;Tanabi ; SP;Sudeste
2607;Piumhi ; MG;Sudeste
2608;Itaueira ; PI;Nordeste
2609;Votuporanga ; SP;Sudeste
2610;Vila Velha ; ES;Sudeste
2611;Formiga ; MG;Sudeste
2612;Vargem Bonita ; MG;Sudeste
2613;São Francisco ; SP;Sudeste
2614;Valentim Gentil ; SP;Sudeste
2615;Belo Vale ; MG;Sudeste
2616;Cajuri ; MG;Sudeste
2617;Nova Granada ; SP;Sudeste
2618;Nova Canaã Paulista ; SP;Sudeste
2619;Barretos ; SP;Sudeste
2620;Santo Antônio do Grama ; MG;Sudeste
2621;Ipuã ; SP;Sudeste
2622;Pains ; MG;Sudeste
2623;Meridiano ; SP;Sudeste
2624;Venda Nova do Imigrante ; ES;Sudeste
2625;Riachão do Bacamarte ; PB;Nordeste
2626;Cosmorama ; SP;Sudeste
2627;Itapecerica ; MG;Sudeste
2628;Jeriquara ; SP;Sudeste
2629;Ponte Nova ; MG;Sudeste
2630;Itaguara ; MG;Sudeste
2631;Nilópolis ; RJ;Sudeste
2632;Cláudio ; MG;Sudeste
2633;Conceição do Castelo ; ES;Sudeste
2634;Ariranha ; SP;Sudeste
2635;Ibiraci ; MG;Sudeste
2636;Belo Oriente ; MG;Sudeste
2637;Doresópolis ; MG;Sudeste
2638;Bonfim ; MG;Sudeste
2639;Claraval ; MG;Sudeste
2640;Cariacica ; ES;Sudeste
2641;Américo de Campos ; SP;Sudeste
2642;Três Fronteiras ; SP;Sudeste
2643;Santana da Ponte Pensa ; SP;Sudeste
2644;Delfinópolis ; MG;Sudeste
2645;Bodoquena ; MS;Centro-Oeste
2646;Pedra do Indaiá ; MG;Sudeste
2647;Palestina ; SP;Sudeste
2648;Barra Longa ; MG;Sudeste
2649;Ouro Preto ; MG;Sudeste
2650;Icém ; SP;Sudeste
2651;Álvares Florence ; SP;Sudeste
2652;Rio Manso ; MG;Sudeste
2653;Ituverava ; SP;Sudeste
2654;Vitória Brasil ; SP;Sudeste
2655;Guaraci ; SP;Sudeste
2656;Buritizal ; SP;Sudeste
2657;Colômbia ; SP;Sudeste
2658;Sumaré ; SP;Sudeste
2659;Rio Doce ; MG;Sudeste
2660;São Sebastião do Oeste ; MG;Sudeste
2661;Jales ; SP;Sudeste
2662;Terenos ; MS;Centro-Oeste
2663;Reduto ; MG;Sudeste
2664;Itabirito ; MG;Sudeste
2665;Guaíra ; SP;Sudeste
2666;Sales Oliveira ; SP;Sudeste
2667;Santa Cruz do Escalvado ; MG;Sudeste
2668;Guariba ; SP;Sudeste
2669;Fronteira ; MG;Sudeste
2670;Pedra Bonita ; MG;Sudeste
2671;Mariana ; MG;Sudeste
2672;Abre Campo ; MG;Sudeste
2673;Aspásia ; SP;Sudeste
2674;Itatiaiuçu ; MG;Sudeste
2675;Orindiúva ; SP;Sudeste
2676;Estrela d'Oeste ; SP;Sudeste
2677;Rubinéia ; SP;Sudeste
2678;Pedranópolis ; SP;Sudeste
2679;Congo ; PB;Nordeste
2680;Damolândia ; GO;Centro-Oeste
2681;Fernandópolis ; SP;Sudeste
2682;Caputira ; MG;Sudeste
2683;Durandé ; MG;Sudeste
2684;Arcos ; MG;Sudeste
2685;Potim ; SP;Sudeste
2686;Aramina ; SP;Sudeste
2687;Carmo do Cajuru ; MG;Sudeste
2688;Brumadinho ; MG;Sudeste
2689;Igarapé ; MG;Sudeste
2690;Pontes Gestal ; SP;Sudeste
2691;Mário Campos ; MG;Sudeste
2692;Miguelópolis ; SP;Sudeste
2693;Alvinópolis ; MG;Sudeste
2694;Rio Acima ; MG;Sudeste
2695;São Joaquim de Bicas ; MG;Sudeste
2696;Pedregulho ; SP;Sudeste
2697;Martins Soares ; MG;Sudeste
2698;Manhuaçu ; MG;Sudeste
2699;Santa Clara d'Oeste ; SP;Sudeste
2700;Itaporanga ; PB;Nordeste
2701;Rio Casca ; MG;Sudeste
2702;Santa Rita d'Oeste ; SP;Sudeste
2703;Igarapava ; SP;Sudeste
2704;Gado Bravo ; PB;Nordeste
2705;Iguatama ; MG;Sudeste
2706;Turmalina ; SP;Sudeste
2707;Planura ; MG;Sudeste
2708;São José de Ubá ; RJ;Sudeste
2709;Rifaina ; SP;Sudeste
2710;Cacimbas ; PB;Nordeste
2711;Santa Maria de Jetibá ; ES;Sudeste
2712;Nova Lima ; MG;Sudeste
2713;Várzea da Roça ; BA;Nordeste
2714;Raposos ; MG;Sudeste
2715;Santana do Manhuaçu ; MG;Sudeste
2716;São José de Princesa ; PB;Nordeste
2717;Riolândia ; SP;Sudeste
2718;Mateus Leme ; MG;Sudeste
2719;Rio Piracicaba ; MG;Sudeste
2720;Cardoso ; SP;Sudeste
2721;Selvíria ; MS;Centro-Oeste
2722;Lagoa Santa ; MG;Sudeste
2723;Santa Leopoldina ; ES;Sudeste
2724;Santa Albertina ; SP;Sudeste
2725;Paulo de Faria ; SP;Sudeste
2726;Juatuba ; MG;Sudeste
2727;Afonso Cláudio ; ES;Sudeste
2728;Macedônia ; SP;Sudeste
2729;Santa Bárbara ; MG;Sudeste
2730;São Pedro dos Ferros ; MG;Sudeste
2731;Medeiros ; MG;Sudeste
2732;Mira Estrela ; SP;Sudeste
2733;Raul Soares ; MG;Sudeste
2734;Guarani d'Oeste ; SP;Sudeste
2735;Fundão ; ES;Sudeste
2736;Itarana ; ES;Sudeste
2737;Pirajuba ; MG;Sudeste
2738;Água Comprida ; MG;Sudeste
2739;Alegrete do Piauí ; PI;Nordeste
2740;Betim ; MG;Sudeste
2741;Santa Rita de Minas ; MG;Sudeste
2742;Conceição de Ipanema ; MG;Sudeste
2743;Chalé ; MG;Sudeste
2744;Aparecida do Taboado ; MS;Centro-Oeste
2745;Córrego Novo ; MG;Sudeste
2746;Simonésia ; MG;Sudeste
2747;Contagem ; MG;Sudeste
2748;Ouroeste ; SP;Sudeste
2749;Tapiraí ; MG;Sudeste
2750;Populina ; SP;Sudeste
2751;João Monlevade ; MG;Sudeste
2752;Belo Horizonte ; MG;Sudeste
2753;Tapira ; MG;Sudeste
2754;Barão de Cocais ; MG;Sudeste
2755;Brejetuba ; ES;Sudeste
2756;Laranja da Terra ; ES;Sudeste
2757;Japaraíba ; MG;Sudeste
2758;Ibiraçu ; ES;Sudeste
2759;São Domingos do Prata ; MG;Sudeste
2760;Rochedo ; MS;Centro-Oeste
2761;Pedra Bela ; SP;Sudeste
2762;Conceição das Alagoas ; MG;Sudeste
2763;São Gonçalo do Rio Abaixo ; MG;Sudeste
2764;Ribeirão das Neves ; MG;Sudeste
2765;Bela Vista de Minas ; MG;Sudeste
2766;Piedade de Caratinga ; MG;Sudeste
2767;Bodocó ; PE;Nordeste
2768;Vespasiano ; MG;Sudeste
2769;Pingo-d'Água; MG;Sudeste
2770;Conquista ; MG;Sudeste
2771;Taparuba ; MG;Sudeste
2772;Itamarati ; AM;Norte
2773;Mutum ; MG;Sudeste
2774;Dionísio ; MG;Sudeste
2775;Caeté ; MG;Sudeste
2776;São José da Lapa ; MG;Sudeste
2777;Dolcinópolis ; SP;Sudeste
2778;Bom Jesus do Amparo ; MG;Sudeste
2779;São José da Varginha ; MG;Sudeste
2780;Santa Teresa ; ES;Sudeste
2781;Onça de Pitangui ; MG;Sudeste
2782;Luz ; MG;Sudeste
2783;Pratinha ; MG;Sudeste
2784;Vargem Alegre ; MG;Sudeste
2785;São Francisco de Sales ; MG;Sudeste
2786;Matipó ; MG;Sudeste
2787;Arapeí ; SP;Sudeste
2788;Confins ; MG;Sudeste
2789;Entre Folhas ; MG;Sudeste
2790;Ipanema ; MG;Sudeste
2791;Imbé de Minas ; MG;Sudeste
2792;Campo Florido ; MG;Sudeste
2793;Ubaporanga ; MG;Sudeste
2794;Pequi ; MG;Sudeste
2795;Iturama ; MG;Sudeste
2796;Lajinha ; MG;Sudeste
2797;Bugre ; MG;Sudeste
2798;Taquaraçu de Minas ; MG;Sudeste
2799;Timóteo ; MG;Sudeste
2800;Nova União ; MG;Sudeste
2801;Capim Branco ; MG;Sudeste
2802;Corguinho ; MS;Centro-Oeste
2803;Caratinga ; MG;Sudeste
2804;Jaguaraçu ; MG;Sudeste
2805;Sacramento ; MG;Sudeste
2806;São Sebastião do Rio Preto ; MG;Sudeste
2807;Pocrane ; MG;Sudeste
2808;Itabira ; MG;Sudeste
2809;São Domingos das Dores ; MG;Sudeste
2810;Veríssimo ; MG;Sudeste
2811;Antônio Dias ; MG;Sudeste
2812;Prudente de Morais ; MG;Sudeste
2813;Araxá ; MG;Sudeste
2814;Ipatinga ; MG;Sudeste
2815;Itambé do Mato Dentro ; MG;Sudeste
2816;Condado ; PE;Nordeste
2817;Carneirinho ; MG;Sudeste
2818;Santana do Paraíso ; MG;Sudeste
2819;Marliéria ; MG;Sudeste
2820;Santa Maria de Itabira ; MG;Sudeste
2821;Aimorés ; MG;Sudeste
2822;Campinas do Piauí ; PI;Nordeste
2823;Bom Jesus do Galho ; MG;Sudeste
2824;Inhapim ; MG;Sudeste
2825;Ibiá ; MG;Sudeste
2826;Ipiaçu ; MG;Sudeste
2827;Uberlândia ; MG;Sudeste
2828;Serra da Saudade ; MG;Sudeste
2829;Quartel Geral ; MG;Sudeste
2830;Santa Rita do Itueto ; MG;Sudeste
2831;São João do Oriente ; MG;Sudeste
2832;Dom Silvério ; MG;Sudeste
2833;Santana de Mangueira ; PB;Nordeste
2834;Divino das Laranjeiras ; MG;Sudeste
2835;União de Minas ; MG;Sudeste
2836;Itueta ; MG;Sudeste
2837;Tocantins ; MG;Sudeste
2838;Limeira do Oeste ; MG;Sudeste
2839;Iapu ; MG;Sudeste
2840;Rio Negro ; MS;Centro-Oeste
2841;Santo Antônio do Rio Abaixo ; MG;Sudeste
2842;Mesquita ; MG;Sudeste
2843;Joanésia ; MG;Sudeste
2844;Araçaí ; MG;Sudeste
2845;Tarumirim ; MG;Sudeste
2846;Santa Juliana ; MG;Sudeste
2847;Perdizes ; MG;Sudeste
